Unnamed: 0,client_hash_id,content_hash_id,rf_score,impressions,clicks,avg_position,content_age_days,declined_next_month,why_hard
107390,client_23a62021009f63c4,content_0a2272d17ba57b76,0.806229,724.0,1.0,1.389503,86,0.0,High observed signal can still be followed by ...
46319,client_62f4a7e64f5e0096,content_5cd8d3e25b025e74,0.793497,482.0,1.0,1.995851,86,0.0,High observed signal can still be followed by ...
218447,client_0fa64a184f18a4a0,content_612f4efcfecbe97e,0.793424,1390.0,1.0,2.125899,96,0.0,High observed signal can still be followed by ...
